annotation,start,end,duration,type
Partic_MID,1667369772.609031,1667369773.609031,1,spi
Partic_RC,1667369776.121031,1667369777.201031,1.0799999237060547,spi
Partic_MID,1667369776.125031,1667369777.205031,1.0799999237060547,spi
Partic_LC,1667369776.189031,1667369777.189031,1,spi
Partic_MID,1667369780.121031,1667369781.121031,1,spi
Partic_RC,1667369780.149031,1667369781.149031,1,spi
Partic_LC,1667369780.229031,1667369781.229031,1,spi
Partic_LC,1667369786.781031,1667369788.061031,1.2800002098083496,ba
Partic_RC,1667369786.781031,1667369788.101031,1.320000171661377,ba
Partic_MID,1667369786.781031,1667369788.181031,1.4000000953674316,ba
Partic_RC,1667369810.861031,1667369812.101031,1.2400000095367432,spi
Partic_MID,1667369810.861031,1667369812.101031,1.2400000095367432,spi
Partic_LC,1667369810.921031,1667369812.041031,1.119999885559082,spi
Partic_RT,1667369811.021031,1667369812.061031,1.0400002002716064,spi
Partic_MID,1667369820.613031,1667369821.613031,1,spi
Partic_RC,1667369820.669031,1667369821.669031,1,spi
Partic_RC,1667369839.197031,1667369840.237031,1.0399999618530273,spi
Partic_MID,1667369839.197031,1667369840.237031,1.0399999618530273,spi
Partic_LC,1667369839.201031,1667369840.241031,1.0399999618530273,spi
Partic_RT,1667369839.325031,1667369840.325031,1,spi
Partic_RC,1667369883.249031,1667369884.249031,1,spi
Partic_MID,1667369883.273031,1667369884.273031,1,spi
Partic_RC,1667369892.797031,1667369894.277031,1.4800000190734863,spi
Partic_MID,1667369892.797031,1667369894.277031,1.4800000190734863,spi
Partic_LC,1667369892.861031,1667369894.181031,1.3199999332427979,spi
Partic_RC,1667369909.369031,1667369910.609031,1.2400000095367432,spi
Partic_MID,1667369909.369031,1667369910.609031,1.2400000095367432,spi
Partic_LC,1667369909.469031,1667369910.509031,1.0399999618530273,spi
Partic_RT,1667369909.525031,1667369910.525031,1,spi
Partic_RC,1667369952.021031,1667369953.021031,1,ba
Partic_RC,1667369957.821031,1667369958.821031,1,spi
Partic_MID,1667369957.841031,1667369958.841031,1,spi
Partic_RC,1667369994.805031,1667369995.805031,1,spi
Partic_MID,1667369994.805031,1667369995.805031,1,spi
Partic_RC,1667370016.665031,1667370017.665031,1,spi
Partic_MID,1667370016.665031,1667370017.665031,1,spi
Partic_RT,1667370016.705031,1667370017.705031,1,spi
Partic_RC,1667370027.425031,1667370028.425031,1,spi
Partic_MID,1667370027.425031,1667370028.425031,1,spi
Partic_RC,1667370048.757031,1667370049.757031,1,spi
Partic_MID,1667370048.761031,1667370049.761031,1,spi
Partic_RT,1667370048.817031,1667370049.817031,1,spi
Partic_LC,1667370048.825031,1667370049.825031,1,spi
Partic_RC,1667370056.333031,1667370057.493031,1.1600000858306885,ba
Partic_MID,1667370056.333031,1667370057.493031,1.1600000858306885,ba
Partic_LC,1667370056.337031,1667370057.497031,1.1600000858306885,ba
Partic_MID,1667370085.377031,1667370086.377031,1,spi
Partic_RC,1667370085.381031,1667370086.381031,1,spi
Partic_MID,1667370094.561031,1667370095.961031,1.3999998569488525,ba
Partic_RC,1667370094.569031,1667370095.929031,1.3599998950958252,ba
Partic_LC,1667370094.629031,1667370095.949031,1.320000171661377,ba
Partic_RT,1667370094.733031,1667370095.853031,1.119999885559082,spi
Partic_RC,1667370099.141031,1667370100.141031,1,spi
Partic_MID,1667370099.141031,1667370100.141031,1,spi
Partic_RC,1667370105.341031,1667370106.341031,1,spi
Partic_MID,1667370105.341031,1667370106.341031,1,spi
Partic_LC,1667370105.437031,1667370106.437031,1,spi
Partic_MID,1667370109.185031,1667370110.185031,1,spi
Partic_RC,1667370131.565031,1667370132.565031,1,spi
Partic_MID,1667370131.569031,1667370132.569031,1,spi
Partic_RC,1667370148.065031,1667370149.065031,1,spi
Partic_MID,1667370148.065031,1667370149.065031,1,spi
Partic_LC,1667370150.065031,1667370151.065031,1,ba
Partic_MID,1667370150.085031,1667370151.405031,1.3199999332427979,ba
Partic_RC,1667370150.101031,1667370151.421031,1.3199999332427979,ba
Partic_RC,1667370154.373031,1667370155.453031,1.0800001621246338,spi
Partic_MID,1667370154.373031,1667370155.453031,1.0800001621246338,spi
Partic_LC,1667370154.413031,1667370155.413031,1,spi
Partic_LC,1667370157.761031,1667370158.761031,1,spi
Partic_MID,1667370157.777031,1667370158.777031,1,spi
Partic_RC,1667370157.781031,1667370158.781031,1,spi
Partic_RC,1667370160.665031,1667370161.665031,1,spi
Partic_MID,1667370160.665031,1667370161.665031,1,spi
Partic_RC,1667370199.353031,1667370200.473031,1.1200001239776611,art
Partic_MID,1667370199.353031,1667370200.433031,1.0800001621246338,art
Partic_LC,1667370199.525031,1667370200.525031,1,art
Partic_RC,1667370259.793031,1667370260.873031,1.0799999237060547,ba
Partic_MID,1667370259.793031,1667370260.913031,1.1200001239776611,ba
Partic_LC,1667370259.981031,1667370260.981031,1,ba
Partic_RC,1667370264.661031,1667370265.901031,1.2400000095367432,spi
Partic_MID,1667370264.661031,1667370265.901031,1.2400000095367432,spi
Partic_LC,1667370264.753031,1667370265.833031,1.0799999237060547,ba
Partic_RC,1667370278.213031,1667370279.213031,1,spi
Partic_MID,1667370278.213031,1667370279.213031,1,spi
Partic_RC,1667370296.969031,1667370297.969031,1,spi
Partic_MID,1667370296.973031,1667370297.973031,1,spi
Partic_RC,1667370365.961031,1667370366.961031,1,spi
Partic_MID,1667370365.961031,1667370366.961031,1,spi
Partic_MID,1667370385.101031,1667370386.541031,1.4399998188018799,spi
Partic_LC,1667370385.161031,1667370386.481031,1.3199999332427979,spi
Partic_RC,1667370385.161031,1667370386.601031,1.440000057220459,spi
Partic_LT,1667370385.441031,1667370386.441031,1,spi
Partic_RC,1667370406.693031,1667370407.693031,1,spi
Partic_MID,1667370406.693031,1667370407.693031,1,spi
Partic_RC,1667370410.833031,1667370411.993031,1.1600000858306885,spi
Partic_MID,1667370410.837031,1667370411.997031,1.1600000858306885,spi
Partic_LC,1667370410.905031,1667370411.985031,1.0799999237060547,spi
Partic_RC,1667370418.405031,1667370419.405031,1,spi
Partic_MID,1667370418.405031,1667370419.405031,1,spi
Partic_RC,1667370425.329031,1667370426.329031,1,spi
Partic_MID,1667370425.329031,1667370426.329031,1,spi
Partic_LC,1667370430.501031,1667370431.501031,1,spi
Partic_RC,1667370430.501031,1667370431.501031,1,spi
Partic_MID,1667370430.501031,1667370431.501031,1,spi
Partic_RC,1667370433.913031,1667370434.953031,1.0399999618530273,spi
Partic_MID,1667370433.949031,1667370434.949031,1,spi
Partic_LC,1667370433.965031,1667370434.965031,1,spi
Partic_MID,1667370437.397031,1667370438.397031,1,spi
Partic_RC,1667370437.401031,1667370438.401031,1,spi
Partic_RC,1667370441.777031,1667370442.777031,1,spi
Partic_MID,1667370441.777031,1667370442.777031,1,spi
Partic_RC,1667370477.573031,1667370478.573031,1,spi
Partic_MID,1667370477.577031,1667370478.577031,1,spi
Partic_RC,1667370497.989031,1667370499.189031,1.1999998092651367,spi
Partic_MID,1667370497.989031,1667370499.149031,1.1599998474121094,spi
Partic_LC,1667370498.049031,1667370499.169031,1.119999885559082,spi
Partic_RT,1667370498.201031,1667370499.201031,1,spi
Partic_RC,1667370510.733031,1667370511.813031,1.0799999237060547,spi
Partic_MID,1667370510.733031,1667370511.893031,1.1599998474121094,spi
Partic_LC,1667370510.821031,1667370511.861031,1.0399999618530273,spi
Partic_RC,1667370566.113031,1667370567.233031,1.1200001239776611,spi
Partic_LC,1667370566.117031,1667370567.157031,1.0399999618530273,spi
Partic_MID,1667370566.117031,1667370567.237031,1.119999885559082,spi
Partic_MID,1667370570.181031,1667370571.421031,1.2400000095367432,spi
Partic_RC,1667370570.269031,1667370571.429031,1.1599998474121094,spi
Partic_LC,1667370570.401031,1667370571.401031,1,spi
Partic_RC,1667370619.793031,1667370620.953031,1.1600000858306885,spi
Partic_MID,1667370619.793031,1667370620.873031,1.0799999237060547,spi
Partic_LC,1667370619.825031,1667370620.865031,1.0399999618530273,spi
Partic_RC,1667370624.669031,1667370625.749031,1.0800001621246338,spi
Partic_MID,1667370624.673031,1667370625.713031,1.0399999618530273,spi
Partic_LC,1667370624.721031,1667370625.721031,1,spi
Partic_MID,1667370630.733031,1667370631.773031,1.0399999618530273,spi
Partic_RC,1667370630.737031,1667370631.817031,1.0799999237060547,spi
Partic_LC,1667370630.861031,1667370631.861031,1,spi
Partic_RC,1667370634.429031,1667370635.429031,1,spi
Partic_MID,1667370634.485031,1667370635.485031,1,spi
Partic_LC,1667370634.549031,1667370635.549031,1,spi
Partic_RC,1667370638.217031,1667370639.217031,1,spi
Partic_MID,1667370638.217031,1667370639.217031,1,spi
Partic_LC,1667370638.241031,1667370639.241031,1,spi
Partic_RT,1667370645.289031,1667370646.449031,1.1600000858306885,spi
Partic_RC,1667370645.321031,1667370646.521031,1.1999998092651367,spi
Partic_MID,1667370645.321031,1667370646.521031,1.1999998092651367,spi
Partic_LC,1667370645.337031,1667370646.497031,1.1600000858306885,spi
Partic_LT,1667370645.381031,1667370646.381031,1,spi
Partic_MID,1667370655.441031,1667370656.561031,1.1200001239776611,spi
Partic_RC,1667370655.445031,1667370656.485031,1.0399999618530273,spi
Partic_LC,1667370655.509031,1667370656.509031,1,spi
Partic_MID,1667370677.633031,1667370678.633031,1,spi
Partic_LC,1667370677.637031,1667370678.637031,1,spi
Partic_RC,1667370677.637031,1667370678.637031,1,spi
Partic_RC,1667370691.433031,1667370692.433031,1,spi
Partic_MID,1667370691.433031,1667370692.433031,1,spi
Partic_LC,1667370691.517031,1667370692.517031,1,spi
Partic_MID,1667370711.993031,1667370712.993031,1,spi
Partic_RC,1667370712.001031,1667370713.001031,1,spi
Partic_RC,1667370858.977031,1667370859.977031,1,ba
Partic_MID,1667370858.977031,1667370859.977031,1,ba
Partic_RC,1667370863.177031,1667370864.417031,1.2400000095367432,spi
Partic_MID,1667370863.177031,1667370864.417031,1.2400000095367432,ba
Partic_LC,1667370863.253031,1667370864.293031,1.0399999618530273,spi
Partic_RT,1667370863.333031,1667370864.333031,1,ba
Partic_RC,1667370868.093031,1667370869.093031,1,spi
Partic_MID,1667370868.093031,1667370869.093031,1,spi
Partic_LC,1667370868.109031,1667370869.109031,1,spi
Partic_MID,1667370871.529031,1667370872.609031,1.0799999237060547,spi
Partic_RC,1667370871.597031,1667370872.597031,1,spi
Partic_RT,1667370871.601031,1667370872.601031,1,spi
Partic_LC,1667370871.601031,1667370872.601031,1,spi
Partic_MID,1667370875.173031,1667370876.533031,1.3599998950958252,spi
Partic_RC,1667370875.177031,1667370876.537031,1.3599998950958252,spi
Partic_LC,1667370875.265031,1667370876.345031,1.0799999237060547,spi
Partic_RT,1667370875.337031,1667370876.497031,1.1600000858306885,spi
Partic_LT,1667370875.461031,1667370876.461031,1,spi
Partic_RC,1667370887.989031,1667370889.189031,1.1999998092651367,spi
Partic_MID,1667370887.993031,1667370889.193031,1.2000000476837158,spi
Partic_LC,1667370888.057031,1667370889.177031,1.1200001239776611,spi
Partic_RT,1667370888.209031,1667370889.209031,1,spi
Partic_MID,1667370898.533031,1667370899.533031,1,ba
Partic_LC,1667370898.537031,1667370899.537031,1,spi
Partic_RC,1667370898.537031,1667370899.537031,1,ba
Partic_RC,1667370930.597031,1667370931.797031,1.1999998092651367,ba
Partic_MID,1667370930.601031,1667370931.721031,1.119999885559082,ba
Partic_LC,1667370930.605031,1667370931.605031,1,ba
Partic_RT,1667370930.657031,1667370931.657031,1,spi
Partic_MID,1667370942.393031,1667370943.393031,1,spi
Partic_RC,1667370942.449031,1667370943.449031,1,spi
Partic_LC,1667370942.457031,1667370943.457031,1,spi
Partic_RC,1667370945.825031,1667370946.985031,1.1599998474121094,spi
Partic_MID,1667370945.825031,1667370946.985031,1.1599998474121094,spi
Partic_LC,1667370945.901031,1667370946.901031,1,spi
Partic_RC,1667370949.541031,1667370951.181031,1.6400001049041748,spi
Partic_MID,1667370949.541031,1667370951.181031,1.6400001049041748,spi
Partic_LC,1667370949.553031,1667370951.113031,1.559999942779541,spi
Partic_RT,1667370949.745031,1667370950.785031,1.0399999618530273,spi
Partic_RC,1667370954.633031,1667370955.953031,1.320000171661377,spi
Partic_MID,1667370954.633031,1667370955.953031,1.320000171661377,spi
Partic_LC,1667370954.725031,1667370955.885031,1.1600000858306885,spi
Partic_RT,1667370954.921031,1667370955.921031,1,spi
Partic_RC,1667371010.705031,1667371011.705031,1,spi
Partic_MID,1667371010.741031,1667371011.741031,1,spi
Partic_MID,1667371021.157031,1667371022.277031,1.119999885559082,spi
Partic_RC,1667371021.161031,1667371022.441031,1.2799999713897705,spi
Partic_LC,1667371021.217031,1667371022.217031,1,spi
Partic_RC,1667371024.905031,1667371026.065031,1.1600000858306885,spi
Partic_MID,1667371024.905031,1667371026.065031,1.1600000858306885,spi
Partic_LC,1667371025.001031,1667371026.001031,1,spi
Partic_RC,1667371050.825031,1667371052.185031,1.3599998950958252,spi
Partic_MID,1667371050.825031,1667371052.185031,1.3599998950958252,spi
Partic_LC,1667371050.829031,1667371052.149031,1.3199999332427979,spi
Partic_RC,1667371083.529031,1667371084.569031,1.0399999618530273,ba
Partic_MID,1667371083.529031,1667371084.569031,1.0399999618530273,ba
Partic_LC,1667371083.533031,1667371084.533031,1,ba
Partic_MID,1667371094.789031,1667371095.869031,1.0799999237060547,spi
Partic_RC,1667371094.793031,1667371095.873031,1.0799999237060547,spi
Partic_LC,1667371094.869031,1667371095.869031,1,spi
Partic_RC,1667371104.057031,1667371105.617031,1.5600001811981201,spi
Partic_MID,1667371104.117031,1667371105.637031,1.5199999809265137,spi
Partic_LC,1667371104.169031,1667371105.489031,1.320000171661377,spi
Partic_RT,1667371104.441031,1667371105.441031,1,spi
Partic_RC,1667371152.333031,1667371153.333031,1,spi
Partic_MID,1667371152.333031,1667371153.333031,1,spi
Partic_LC,1667371152.401031,1667371153.401031,1,spi
Partic_RC,1667371170.913031,1667371172.273031,1.3599998950958252,spi
Partic_MID,1667371170.913031,1667371172.273031,1.3599998950958252,
Partic_LC,1667371170.933031,1667371172.173031,1.2400000095367432,
Partic_RT,1667371171.349031,1667371172.349031,1,
Partic_RC,1667371176.057031,1667371177.057031,1,
Partic_MID,1667371176.057031,1667371177.057031,1,
Partic_LC,1667371176.125031,1667371177.125031,1,
Partic_RC,1667371187.381031,1667371188.381031,1,
Partic_MID,1667371187.381031,1667371188.381031,1,
Partic_RC,1667371203.401031,1667371204.401031,1,
Partic_MID,1667371203.401031,1667371204.401031,1,
Partic_MID,1667371221.165031,1667371222.165031,1,
Partic_RC,1667371221.221031,1667371222.221031,1,
Partic_MID,1667371233.845031,1667371234.845031,1,
Partic_RC,1667371233.869031,1667371234.869031,1,
Partic_MID,1667371247.097031,1667371248.297031,1.1999998092651367,
Partic_RC,1667371247.101031,1667371248.301031,1.2000000476837158,
Partic_LC,1667371247.133031,1667371248.213031,1.0800001621246338,
Partic_RT,1667371247.165031,1667371248.325031,1.1600000858306885,
Partic_RC,1667371255.097031,1667371256.137031,1.0399999618530273,
Partic_MID,1667371255.097031,1667371256.137031,1.0399999618530273,
Partic_LC,1667371255.221031,1667371256.221031,1,
Partic_RC,1667371260.001031,1667371261.121031,1.1200001239776611,
Partic_MID,1667371260.001031,1667371261.121031,1.1200001239776611,
Partic_LC,1667371260.093031,1667371261.133031,1.0399999618530273,
Partic_MID,1667371263.741031,1667371264.741031,1,
Partic_RC,1667371263.745031,1667371264.745031,1,
Partic_LC,1667371263.749031,1667371264.749031,1,
Partic_RC,1667371292.733031,1667371293.733031,1,
Partic_MID,1667371292.733031,1667371293.733031,1,
Partic_LC,1667371292.741031,1667371293.741031,1,
Partic_RC,1667371305.441031,1667371306.441031,1,
Partic_MID,1667371305.441031,1667371306.441031,1,
Partic_LC,1667371305.533031,1667371306.533031,1,
Partic_RC,1667371375.557031,1667371376.597031,1.0400002002716064,
Partic_MID,1667371375.561031,1667371376.601031,1.0399999618530273,
Partic_RC,1667371380.613031,1667371381.613031,1,
Partic_MID,1667371380.613031,1667371381.613031,1,
Partic_LC,1667371380.645031,1667371381.685031,1.0399999618530273,
Partic_RC,1667371388.889031,1667371389.889031,1,
Partic_MID,1667371388.893031,1667371389.893031,1,
Partic_MID,1667371404.305031,1667371405.305031,1,
Partic_RC,1667371404.369031,1667371405.369031,1,
Partic_LC,1667371404.373031,1667371405.373031,1,
Partic_RC,1667371455.209031,1667371456.209031,1,
Partic_MID,1667371455.209031,1667371456.209031,1,
Partic_LC,1667371455.253031,1667371456.253031,1,
Partic_RC,1667371459.325031,1667371460.485031,1.1599998474121094,
Partic_MID,1667371459.325031,1667371460.485031,1.1599998474121094,
Partic_LC,1667371459.357031,1667371460.437031,1.0799999237060547,
Partic_RT,1667371459.457031,1667371460.497031,1.0399999618530273,
Partic_RC,1667371473.989031,1667371474.989031,1,
Partic_MID,1667371473.989031,1667371474.989031,1,
Partic_LC,1667371474.049031,1667371475.049031,1,
Partic_RC,1667371489.805031,1667371490.805031,1,
Partic_MID,1667371489.805031,1667371490.805031,1,
Partic_LC,1667371489.893031,1667371490.893031,1,
Partic_RC,1667371505.093031,1667371506.093031,1,
Partic_MID,1667371505.161031,1667371506.161031,1,
Partic_RC,1667371513.369031,1667371514.649031,1.2799999713897705,
Partic_MID,1667371513.369031,1667371514.609031,1.2400000095367432,
Partic_LC,1667371513.377031,1667371514.537031,1.1599998474121094,
Partic_RT,1667371513.441031,1667371514.561031,1.1200001239776611,
Partic_LC,1667371523.941031,1667371524.941031,1,
Partic_MID,1667371523.941031,1667371524.941031,1,
Partic_RC,1667371523.985031,1667371524.985031,1,
Partic_RC,1667371528.597031,1667371530.197031,1.5999999046325684,
Partic_MID,1667371528.601031,1667371530.201031,1.5999999046325684,
Partic_LC,1667371528.721031,1667371530.081031,1.3600001335144043,
Partic_RC,1667371542.261031,1667371543.261031,1,
Partic_MID,1667371542.261031,1667371543.261031,1,
Partic_RC,1667371575.481031,1667371576.481031,1,
Partic_MID,1667371575.505031,1667371576.505031,1,
Partic_LC,1667371575.509031,1667371576.509031,1,
Partic_RC,1667371586.621031,1667371587.861031,1.2400000095367432,
Partic_MID,1667371586.621031,1667371587.861031,1.2400000095367432,
Partic_LC,1667371586.625031,1667371587.825031,1.2000000476837158,
Partic_RC,1667371611.477031,1667371612.757031,1.2799999713897705,
Partic_MID,1667371611.477031,1667371612.757031,1.2799999713897705,
Partic_LC,1667371611.541031,1667371612.741031,1.2000000476837158,
Partic_RC,1667371615.717031,1667371616.797031,1.0799999237060547,
Partic_MID,1667371615.717031,1667371616.797031,1.0799999237060547,
Partic_LC,1667371615.725031,1667371616.765031,1.0400002002716064,
Partic_RC,1667371677.389031,1667371678.389031,1,
Partic_MID,1667371677.389031,1667371678.389031,1,
Partic_LC,1667371677.449031,1667371678.449031,1,
Partic_RC,1667371680.721031,1667371681.721031,1,
Partic_MID,1667371680.721031,1667371681.721031,1,
Partic_RT,1667371680.753031,1667371681.753031,1,
Partic_LC,1667371680.825031,1667371681.825031,1,
Partic_RC,1667371689.257031,1667371690.417031,1.1600000858306885,
Partic_MID,1667371689.257031,1667371690.417031,1.1600000858306885,
Partic_LC,1667371689.321031,1667371690.361031,1.0399999618530273,
Partic_RC,1667371700.373031,1667371701.373031,1,
Partic_MID,1667371700.373031,1667371701.373031,1,
Partic_LC,1667371700.469031,1667371701.469031,1,
Partic_MID,1667371753.133031,1667371754.253031,1.1200001239776611,
Partic_RC,1667371753.137031,1667371754.217031,1.0799999237060547,
Partic_LC,1667371753.145031,1667371754.185031,1.0399999618530273,
Partic_RC,1667371769.929031,1667371771.529031,1.6000001430511475,
Partic_LC,1667371769.933031,1667371771.493031,1.559999942779541,
Partic_MID,1667371769.933031,1667371771.533031,1.5999999046325684,
Partic_RT,1667371770.445031,1667371771.445031,1,
Partic_LT,1667371770.605031,1667371771.605031,1,
Partic_RC,1667371783.385031,1667371784.385031,1,
Partic_MID,1667371783.385031,1667371784.385031,1,
Partic_LC,1667371783.425031,1667371784.425031,1,
Partic_RC,1667371793.213031,1667371794.213031,1,
Partic_MID,1667371793.213031,1667371794.213031,1,
Partic_LC,1667371793.277031,1667371794.277031,1,
Partic_RC,1667371819.625031,1667371820.945031,1.3199999332427979,
Partic_MID,1667371819.625031,1667371820.945031,1.3199999332427979,
Partic_LC,1667371819.657031,1667371820.937031,1.2799999713897705,
Partic_LC,1667371833.357031,1667371834.357031,1,
Partic_RC,1667371833.357031,1667371834.357031,1,
Partic_MID,1667371833.357031,1667371834.357031,1,
Partic_RC,1667371881.421031,1667371882.701031,1.2799999713897705,
Partic_MID,1667371881.421031,1667371882.701031,1.2799999713897705,
Partic_LC,1667371881.453031,1667371882.613031,1.1599998474121094,
Partic_RT,1667371881.617031,1667371882.617031,1,
Partic_MID,1667371886.881031,1667371888.201031,1.3199999332427979,
Partic_RC,1667371886.937031,1667371888.257031,1.3199999332427979,
Partic_LC,1667371887.001031,1667371888.001031,1,
Partic_MID,1667371891.349031,1667371892.389031,1.0399999618530273,
Partic_RC,1667371891.353031,1667371892.393031,1.0399999618530273,
Partic_LC,1667371891.385031,1667371892.385031,1,
Partic_RC,1667371904.269031,1667371905.389031,1.119999885559082,
Partic_MID,1667371904.269031,1667371905.389031,1.119999885559082,
Partic_LC,1667371904.437031,1667371905.437031,1,
Partic_RC,1667371913.477031,1667371914.517031,1.0399999618530273,
Partic_MID,1667371913.477031,1667371914.517031,1.0399999618530273,
Partic_LC,1667371913.525031,1667371914.525031,1,
Partic_RC,1667371926.517031,1667371927.677031,1.1600000858306885,
Partic_MID,1667371926.521031,1667371927.681031,1.1600000858306885,
Partic_LC,1667371926.573031,1667371927.613031,1.0399999618530273,
Partic_RC,1667371930.945031,1667371931.945031,1,
Partic_MID,1667371930.945031,1667371931.945031,1,
Partic_LC,1667371930.953031,1667371931.953031,1,
Partic_RC,1667371976.257031,1667371977.297031,1.0399999618530273,
Partic_MID,1667371976.325031,1667371977.325031,1,
Partic_LC,1667371976.357031,1667371977.357031,1,
Partic_MID,1667372006.069031,1667372007.669031,1.5999999046325684,
Partic_RC,1667372006.117031,1667372007.677031,1.559999942779541,
Partic_LC,1667372006.125031,1667372007.605031,1.4800000190734863,
Partic_RT,1667372006.133031,1667372007.453031,1.320000171661377,
Partic_RC,1667372091.193031,1667372092.193031,1,
Partic_MID,1667372091.193031,1667372092.193031,1,
Partic_LC,1667372091.221031,1667372092.221031,1,
Partic_MID,1667372096.165031,1667372097.165031,1,
Partic_RC,1667372101.065031,1667372102.065031,1,
Partic_MID,1667372125.817031,1667372126.817031,1,
Partic_RC,1667372125.821031,1667372126.821031,1,
Partic_RC,1667372129.461031,1667372130.861031,1.4000000953674316,
Partic_MID,1667372129.461031,1667372130.781031,1.3199999332427979,
Partic_LC,1667372129.529031,1667372130.609031,1.0799999237060547,
Partic_RT,1667372129.589031,1667372130.589031,1,
Partic_MID,1667372132.813031,1667372134.053031,1.2400000095367432,
Partic_RC,1667372132.817031,1667372134.057031,1.2400000095367432,
Partic_LC,1667372132.877031,1667372134.037031,1.1599998474121094,
Partic_RT,1667372132.917031,1667372134.037031,1.119999885559082,
Partic_RC,1667372136.449031,1667372137.449031,1,
Partic_MID,1667372136.449031,1667372137.449031,1,
Partic_LC,1667372136.457031,1667372137.457031,1,
Partic_RC,1667372142.465031,1667372143.465031,1,
Partic_MID,1667372142.465031,1667372143.465031,1,
Partic_LC,1667372142.513031,1667372143.513031,1,
Partic_MID,1667372163.009031,1667372164.169031,1.1599998474121094,
Partic_RC,1667372163.013031,1667372164.173031,1.1600000858306885,
Partic_RT,1667372163.037031,1667372164.157031,1.1200001239776611,
Partic_LC,1667372163.037031,1667372164.157031,1.1200001239776611,
Partic_RC,1667372181.841031,1667372182.841031,1,
Partic_MID,1667372181.841031,1667372182.841031,1,
Partic_RC,1667372186.905031,1667372187.905031,1,
Partic_MID,1667372186.905031,1667372187.945031,1.0399999618530273,
Partic_LC,1667372186.973031,1667372187.973031,1,
Partic_MID,1667372216.253031,1667372217.413031,1.1600000858306885,
Partic_RC,1667372216.329031,1667372217.409031,1.0799999237060547,
Partic_LC,1667372216.429031,1667372217.429031,1,
Partic_RC,1667372227.373031,1667372228.373031,1,
Partic_MID,1667372227.377031,1667372228.377031,1,
Partic_LC,1667372227.381031,1667372228.381031,1,
Partic_RC,1667372231.149031,1667372232.229031,1.0800001621246338,
Partic_MID,1667372231.149031,1667372232.269031,1.1200001239776611,
Partic_LC,1667372231.217031,1667372232.217031,1,
Partic_RT,1667372231.249031,1667372232.249031,1,
Partic_MID,1667372237.269031,1667372238.269031,1,
Partic_RC,1667372237.277031,1667372238.277031,1,
Partic_LC,1667372237.397031,1667372238.397031,1,
Partic_RC,1667372244.713031,1667372245.993031,1.2799999713897705,
Partic_MID,1667372244.741031,1667372246.021031,1.2799999713897705,
Partic_LC,1667372244.813031,1667372245.813031,1,
Partic_MID,1667372354.489031,1667372355.489031,1,
Partic_RC,1667372354.505031,1667372355.505031,1,
Partic_RC,1667372378.561031,1667372379.561031,1,
Partic_MID,1667372378.561031,1667372379.561031,1,
Partic_LC,1667372378.593031,1667372379.593031,1,
Partic_RC,1667372381.257031,1667372382.257031,1,
Partic_MID,1667372381.261031,1667372382.261031,1,
Partic_RC,1667372392.893031,1667372393.893031,1,
Partic_MID,1667372392.893031,1667372393.893031,1,
Partic_RC,1667372446.297031,1667372447.297031,1,
Partic_MID,1667372446.297031,1667372447.297031,1,
Partic_LC,1667372446.361031,1667372447.361031,1,
Partic_MID,1667372453.597031,1667372454.597031,1,
Partic_MID,1667372461.169031,1667372462.169031,1,
Partic_RC,1667372461.185031,1667372462.185031,1,
Partic_LC,1667372461.193031,1667372462.193031,1,
Partic_RT,1667372461.445031,1667372462.445031,1,
Partic_RC,1667372526.145031,1667372527.265031,1.1200001239776611,
Partic_LC,1667372526.149031,1667372527.189031,1.0399999618530273,
Partic_MID,1667372526.149031,1667372527.269031,1.1200001239776611,
Partic_RC,1667372535.509031,1667372536.509031,1,
Partic_MID,1667372535.509031,1667372536.509031,1,
Partic_RC,1667372541.753031,1667372542.873031,1.119999885559082,
Partic_MID,1667372541.753031,1667372542.873031,1.119999885559082,
Partic_LC,1667372541.821031,1667372542.821031,1,
Partic_RC,1667372557.901031,1667372558.901031,1,
Partic_MID,1667372557.901031,1667372558.901031,1,
Partic_LC,1667372557.965031,1667372558.965031,1,
Partic_MID,1667372568.921031,1667372569.921031,1,
Partic_RC,1667372568.977031,1667372569.977031,1,
Partic_LC,1667372568.981031,1667372569.981031,1,
Partic_RC,1667372584.577031,1667372585.617031,1.0400002002716064,
Partic_MID,1667372584.577031,1667372585.617031,1.0400002002716064,
Partic_LC,1667372584.673031,1667372585.673031,1,
Partic_RC,1667372593.093031,1667372594.253031,1.1600000858306885,
Partic_MID,1667372593.097031,1667372594.257031,1.1599998474121094,
Partic_LC,1667372593.161031,1667372594.241031,1.0799999237060547,
Partic_RT,1667372593.201031,1667372594.201031,1,
Partic_RC,1667372596.325031,1667372597.805031,1.4800000190734863,
Partic_MID,1667372596.329031,1667372597.809031,1.4800000190734863,
Partic_LC,1667372596.333031,1667372597.813031,1.4800000190734863,
Partic_RC,1667372600.813031,1667372602.053031,1.2400000095367432,
Partic_MID,1667372600.813031,1667372602.053031,1.2400000095367432,
Partic_LC,1667372600.869031,1667372601.989031,1.1200001239776611,
Partic_RC,1667372610.241031,1667372611.241031,1,
Partic_MID,1667372610.265031,1667372611.265031,1,
Partic_RC,1667372668.585031,1667372669.585031,1,
Partic_MID,1667372668.589031,1667372669.589031,1,
Partic_RC,1667372675.781031,1667372676.781031,1,
Partic_MID,1667372675.781031,1667372676.781031,1,
Partic_LC,1667372675.833031,1667372676.833031,1,
